file,cluster,split
004196.npy,13,train
004197.npy,1,train
004198.npy,1,train
004199.npy,1,train
004200.npy,3,train
004201.npy,17,train
004202.npy,4,val
004203.npy,8,train
004204.npy,10,train
004205.npy,1,train
004206.npy,11,train
004207.npy,11,train
004208.npy,11,train
004209.npy,5,train
004210.npy,8,train
004211.npy,8,train
004212.npy,1,train
004213.npy,1,train
004214.npy,17,train
004215.npy,15,train
004216.npy,17,train
004217.npy,3,train
004218.npy,12,train
004219.npy,0,train
004220.npy,13,train
004221.npy,6,val
004222.npy,12,train
004223.npy,6,val
004224.npy,19,val
004225.npy,19,val
004226.npy,19,val
004227.npy,13,train
004228.npy,13,train
004229.npy,13,train
004230.npy,3,train
004231.npy,5,train
004232.npy,15,train
004233.npy,0,train
004234.npy,5,train
004235.npy,5,train
004236.npy,8,train
004237.npy,8,train
004238.npy,12,train
004239.npy,6,val
004240.npy,1,train
004241.npy,1,train
004242.npy,5,train
004243.npy,18,train
004244.npy,3,train
004245.npy,1,train
004246.npy,14,train
004247.npy,14,train
004248.npy,11,train
004249.npy,14,train
004250.npy,11,train
004251.npy,5,train
004252.npy,11,train
004253.npy,11,train
004254.npy,8,train
004255.npy,8,train
004256.npy,8,train
004257.npy,15,train
004258.npy,5,train
004259.npy,5,train
004260.npy,12,train
004261.npy,8,train
004262.npy,8,train
004263.npy,8,train
004264.npy,12,train
004265.npy,8,train
004266.npy,13,train
004267.npy,13,train
004268.npy,13,train
004269.npy,5,train
004270.npy,1,train
004271.npy,8,train
004272.npy,13,train
004273.npy,13,train
004274.npy,12,train
004275.npy,14,train
004276.npy,14,train
004277.npy,14,train
004278.npy,1,train
004279.npy,1,train
004280.npy,1,train
004281.npy,14,train
004282.npy,14,train
004283.npy,14,train
004284.npy,0,train
004285.npy,6,val
004286.npy,6,val
004287.npy,17,train
004288.npy,8,train
004289.npy,1,train
004290.npy,8,train
004291.npy,8,train
004292.npy,19,val
004293.npy,13,train
004294.npy,13,train
004295.npy,13,train
004296.npy,8,train
004297.npy,8,train
004298.npy,8,train
004299.npy,17,train
004300.npy,12,train
004301.npy,8,train
004302.npy,19,val
004303.npy,12,train
004304.npy,17,train
004305.npy,15,train
004306.npy,11,train
004307.npy,18,train
004308.npy,13,train
004309.npy,4,val
004310.npy,7,train
004311.npy,6,val
004312.npy,10,train
004313.npy,6,val
004314.npy,1,train
004315.npy,8,train
004316.npy,8,train
004317.npy,8,train
004318.npy,3,train
004319.npy,1,train
004320.npy,17,train
004321.npy,8,train
004322.npy,12,train
004323.npy,13,train
004324.npy,13,train
004325.npy,13,train
004326.npy,16,train
004327.npy,12,train
004328.npy,13,train
004329.npy,8,train
004330.npy,13,train
004331.npy,17,train
004332.npy,12,train
004333.npy,1,train
004334.npy,12,train
004335.npy,10,train
004336.npy,10,train
004337.npy,10,train
004338.npy,3,train
004339.npy,3,train
004340.npy,8,train
004341.npy,14,train
004342.npy,14,train
004343.npy,11,train
004344.npy,12,train
004345.npy,8,train
004346.npy,12,train
004347.npy,8,train
004348.npy,17,train
004349.npy,3,train
004350.npy,8,train
004351.npy,5,train
004352.npy,12,train
004353.npy,11,train
004354.npy,11,train
004355.npy,11,train
004356.npy,17,train
004357.npy,1,train
004358.npy,1,train
004359.npy,13,train
004360.npy,13,train
004361.npy,13,train
004362.npy,4,val
004363.npy,13,train
004364.npy,13,train
004365.npy,8,train
004366.npy,1,train
004367.npy,3,train
004368.npy,11,train
004369.npy,12,train
004370.npy,8,train
004371.npy,8,train
004372.npy,5,train
004373.npy,5,train
004374.npy,8,train
004375.npy,13,train
004376.npy,8,train
004377.npy,15,train
004378.npy,3,train
004379.npy,8,train
004380.npy,19,val
004381.npy,5,train
004382.npy,5,train
004383.npy,6,val
004384.npy,7,train
004385.npy,6,val
004386.npy,8,train
004387.npy,13,train
004388.npy,13,train
004389.npy,13,train
004390.npy,12,train
004391.npy,8,train
004392.npy,12,train
004393.npy,1,train
004394.npy,8,train
004395.npy,14,train
004396.npy,14,train
004397.npy,14,train
004398.npy,13,train
004399.npy,13,train
004400.npy,13,train
004401.npy,5,train
004402.npy,5,train
004403.npy,5,train
004404.npy,5,train
004405.npy,11,train
004406.npy,5,train
004407.npy,12,train
004408.npy,1,train
004409.npy,8,train
004410.npy,2,train
004411.npy,2,train
004412.npy,2,train
004413.npy,0,train
004414.npy,5,train
004415.npy,5,train
004416.npy,8,train
004417.npy,8,train
004418.npy,6,val
004419.npy,12,train
004420.npy,12,train
004421.npy,13,train
004422.npy,6,val
004423.npy,8,train
004424.npy,3,train
004425.npy,1,train
004426.npy,1,train
004427.npy,8,train
004428.npy,14,train
004429.npy,1,train
004430.npy,1,train
004431.npy,8,train
004432.npy,8,train
004433.npy,8,train
004434.npy,14,train
004435.npy,14,train
004436.npy,14,train
004437.npy,5,train
004438.npy,15,train
004439.npy,5,train
004440.npy,1,train
004441.npy,4,val
004442.npy,12,train
004443.npy,8,train
004444.npy,13,train
004445.npy,8,train
004446.npy,12,train
004447.npy,14,train
004448.npy,14,train
004449.npy,5,train
004450.npy,15,train
004451.npy,3,train
004452.npy,5,train
004453.npy,8,train
004454.npy,8,train
004455.npy,8,train
004456.npy,1,train
004457.npy,17,train
004458.npy,14,train
004459.npy,14,train
004460.npy,14,train
004461.npy,6,val
004462.npy,6,val
004463.npy,6,val
004464.npy,18,train
004465.npy,13,train
004466.npy,5,train
004467.npy,1,train
004468.npy,1,train
004469.npy,1,train
004470.npy,14,train
004471.npy,1,train
004472.npy,12,train
004473.npy,14,train
004474.npy,14,train
004475.npy,14,train
004476.npy,1,train
004477.npy,4,val
004478.npy,4,val
004479.npy,17,train
004480.npy,12,train
004481.npy,12,train
004482.npy,1,train
004483.npy,1,train
004484.npy,1,train
004485.npy,12,train
004486.npy,3,train
004487.npy,3,train
004488.npy,8,train
004489.npy,5,train
004490.npy,8,train
004491.npy,18,train
004492.npy,18,train
004493.npy,11,train
004494.npy,14,train
004495.npy,14,train
004496.npy,14,train
004497.npy,8,train
004498.npy,15,train
004499.npy,15,train
004500.npy,1,train
004501.npy,19,val
004502.npy,8,train
004503.npy,1,train
004504.npy,1,train
004505.npy,1,train
004506.npy,1,train
004507.npy,13,train
004508.npy,17,train
004509.npy,8,train
004510.npy,8,train
004511.npy,8,train
004512.npy,12,train
004513.npy,1,train
004514.npy,1,train
004515.npy,8,train
004516.npy,8,train
004517.npy,5,train
004518.npy,8,train
004519.npy,8,train
004520.npy,8,train
004521.npy,3,train
004522.npy,19,val
004523.npy,3,train
004524.npy,11,train
004525.npy,11,train
004526.npy,11,train
004527.npy,1,train
004528.npy,17,train
004529.npy,17,train
004530.npy,7,train
004531.npy,17,train
004532.npy,7,train
004533.npy,3,train
004534.npy,15,train
004535.npy,8,train
004536.npy,5,train
004537.npy,15,train
004538.npy,5,train
004539.npy,8,train
004540.npy,3,train
004541.npy,5,train
004542.npy,11,train
004543.npy,11,train
004544.npy,11,train
004545.npy,13,train
004546.npy,13,train
004547.npy,13,train
004548.npy,7,train
004549.npy,7,train
004550.npy,7,train
004551.npy,19,val
004552.npy,19,val
004553.npy,13,train
004554.npy,13,train
004555.npy,1,train
004556.npy,4,val
004557.npy,11,train
004558.npy,11,train
004559.npy,11,train
004560.npy,8,train
004561.npy,8,train
004562.npy,8,train
004563.npy,1,train
004564.npy,12,train
004565.npy,1,train
004566.npy,0,train
004567.npy,0,train
004568.npy,0,train
004569.npy,14,train
004570.npy,18,train
004571.npy,11,train
004572.npy,8,train
004573.npy,8,train
004574.npy,8,train
004575.npy,8,train
004576.npy,8,train
004577.npy,19,val
004578.npy,14,train
004579.npy,1,train
004580.npy,17,train
004581.npy,17,train
004582.npy,3,train
004583.npy,1,train
004584.npy,1,train
004585.npy,12,train
004586.npy,1,train
004587.npy,1,train
004588.npy,1,train
004589.npy,8,train
004590.npy,11,train
004591.npy,6,val
004592.npy,6,val
004593.npy,18,train
004594.npy,18,train
004595.npy,18,train
004596.npy,8,train
004597.npy,19,val
004598.npy,5,train
004599.npy,11,train
004600.npy,11,train
004601.npy,6,val
004602.npy,8,train
004603.npy,3,train
004604.npy,1,train
004605.npy,18,train
004606.npy,18,train
004607.npy,18,train
004608.npy,11,train
004609.npy,7,train
004610.npy,7,train
004611.npy,14,train
004612.npy,14,train
004613.npy,14,train
004614.npy,12,train
004615.npy,13,train
004616.npy,13,train
004617.npy,5,train
004618.npy,15,train
004619.npy,5,train
004620.npy,3,train
004621.npy,15,train
004622.npy,15,train
004623.npy,1,train
004624.npy,1,train
004625.npy,6,val
004626.npy,5,train
004627.npy,19,val
004628.npy,8,train
004629.npy,11,train
004630.npy,6,val
004631.npy,6,val
004632.npy,14,train
004633.npy,14,train
004634.npy,14,train
004635.npy,13,train
004636.npy,4,val
004637.npy,1,train
004638.npy,8,train
004639.npy,8,train
004640.npy,3,train
004641.npy,13,train
004642.npy,18,train
004643.npy,6,val
004644.npy,13,train
004645.npy,1,train
004646.npy,13,train
004647.npy,17,train
004648.npy,5,train
004649.npy,8,train
004650.npy,8,train
004651.npy,3,train
004652.npy,4,val
004653.npy,1,train
004654.npy,19,val
004655.npy,8,train
004656.npy,14,train
004657.npy,14,train
004658.npy,14,train
004659.npy,6,val
004660.npy,7,train
004661.npy,7,train
004662.npy,5,train
004663.npy,5,train
004664.npy,5,train
004665.npy,6,val
004666.npy,17,train
004667.npy,6,val
004668.npy,0,train
004669.npy,19,val
004670.npy,0,train
004671.npy,6,val
004672.npy,10,train
004673.npy,10,train
004674.npy,6,val
004675.npy,6,val
004676.npy,6,val
004677.npy,12,train
004678.npy,1,train
004679.npy,4,val
004680.npy,13,train
004681.npy,13,train
004682.npy,13,train
004683.npy,3,train
004684.npy,0,train
004685.npy,6,val
004686.npy,6,val
004687.npy,10,train
004688.npy,10,train
004689.npy,19,val
004690.npy,19,val
004691.npy,17,train
004692.npy,14,train
004693.npy,14,train
004694.npy,14,train
004695.npy,8,train
004696.npy,8,train
004697.npy,8,train
004698.npy,13,train
004699.npy,17,train
004700.npy,8,train
004701.npy,14,train
004702.npy,14,train
004703.npy,14,train
004704.npy,12,train
004705.npy,1,train
004706.npy,12,train
004707.npy,1,train
004708.npy,1,train
004709.npy,1,train
004710.npy,19,val
004711.npy,3,train
004712.npy,0,train
004713.npy,3,train
004714.npy,6,val
004715.npy,17,train
004716.npy,12,train
004717.npy,8,train
004718.npy,8,train
004719.npy,8,train
004720.npy,11,train
004721.npy,8,train
004722.npy,1,train
004723.npy,13,train
004724.npy,1,train
004725.npy,3,train
004726.npy,17,train
004727.npy,19,val
004728.npy,19,val
004729.npy,19,val
004730.npy,1,train
004731.npy,3,train
004732.npy,8,train
004733.npy,8,train
004734.npy,5,train
004735.npy,15,train
004736.npy,5,train
004737.npy,6,val
004738.npy,3,train
004739.npy,17,train
004740.npy,14,train
004741.npy,14,train
004742.npy,6,val
004743.npy,11,train
004744.npy,0,train
004745.npy,18,train
004746.npy,8,train
004747.npy,8,train
004748.npy,8,train
004749.npy,5,train
004750.npy,12,train
004751.npy,5,train
004752.npy,19,val
004753.npy,5,train
004754.npy,8,train
004755.npy,18,train
004756.npy,19,val
004757.npy,18,train
004758.npy,13,train
004759.npy,8,train
004760.npy,1,train
004761.npy,12,train
004762.npy,1,train
004763.npy,1,train
004764.npy,15,train
004765.npy,3,train
004766.npy,5,train
004767.npy,14,train
004768.npy,13,train
004769.npy,13,train
004770.npy,14,train
004771.npy,14,train
004772.npy,14,train
004773.npy,5,train
004774.npy,8,train
004775.npy,5,train
004776.npy,11,train
004777.npy,11,train
004778.npy,11,train
004779.npy,14,train
004780.npy,1,train
004781.npy,13,train
004782.npy,6,val
004783.npy,8,train
004784.npy,6,val
